"","MCF7_EV","MCF7_EVA","MCF7_EVAS","MCF7_OV","MCF7_OVA_1","MCF7_OVA_2","MCF7_OVAS_1","MCF7_OVAS_2"
"MYOM1",27,25,46,38,27,19,35,46
"MYL12A",23324,18039,21845,29078,13807,20625,19417,17037
"MYL12-AS1",173,106,202,199,129,140,99,165
"MYL12B",39847,32872,39049,49983,26553,40299,34056,28691
"TGIF1",7732,7318,7607,7688,4094,6052,7617,8055
"DLGAP1",4,4,2,5,3,0,0,1
"LINC00667",31,28,25,47,17,28,35,34
"ZBTB14",1195,1223,1239,1340,651,1046,1138,1222
"EPB41L3",2,0,0,2,0,0,0,0
"L3MBTL4",0,1,0,0,0,0,0,0
"ARHGAP28",0,0,1,2,0,0,0,0
"LINC00668",1,0,1,0,0,0,0,7
"LAMA1",3,0,0,3,0,0,0,1
"PTPRM",0,0,2,1,0,1,0,0
"RAB12",3574,3615,3617,3820,2219,3047,3488,3331
"GACAT2",1,0,1,0,1,0,2,2
"MTCL1",601,428,311,647,170,310,245,357
"NDUFV2",6701,6269,7227,8626,5341,8058,6509,5322
"ANKRD12",1878,1575,2111,2317,630,1293,1485,1170
"TWSG1",1223,1282,1101,1361,703,998,1172,1155
"RALBP1",6881,6182,5843,7818,3718,5480,5815,6002
"PPP4R1",5584,4960,4474,5881,2666,4107,4427,4500
"PPP4R1-AS1",4,5,11,8,6,11,13,2
"RAB31",1183,739,795,997,418,588,758,677
"TXNDC2",1,3,2,0,0,1,0,3
"VAPA",9647,8978,9915,11372,5857,9581,8040,7157
"APCDD1",114,109,66,103,51,94,51,79
"NAPG",3596,3282,3181,4003,2013,2980,3019,2914
"PIEZO2",1,0,1,2,1,2,1,0
"GNAL",63,50,78,61,37,62,57,59
"CHMP1B",5878,5177,5331,7156,3617,4992,4683,5224
"MPPE1",1074,999,887,1212,671,947,836,923
"IMPA2",1822,1580,1327,2218,1488,1849,1156,1482
"ANKRD62",8,5,4,4,4,3,3,2
"CIDEA",1,0,0,0,0,0,0,1
"TUBB6",4161,3545,2766,5211,2867,4131,2382,2922
"AFG3L2",8569,8644,6575,9293,5061,7204,7615,7511
"PRELID3A",453,477,466,645,360,502,403,412
"SPIRE1",4151,3896,3546,4194,2037,3086,3561,3629
"PSMG2",3354,3058,3508,4513,2291,3598,2771,2262
"CEP76",933,769,776,990,434,765,750,702
"PTPN2",2130,1804,2050,2671,1357,1962,1847,1422
"SEH1L",4061,3787,3527,4225,2337,3641,3202,3105
"CEP192",3390,3419,2893,3886,1478,2442,2882,2833
"LDLRAD4",3265,3871,3311,3155,1888,2948,3354,3243
"LDLRAD4-AS1",13,5,6,7,8,6,6,3
"MIR5190",2,0,1,2,0,1,0,2
"MIR4526",4,5,1,1,0,1,1,0
"FAM210A",1434,1407,1305,1511,894,1322,1141,1089
"RNMT",4529,3969,3820,4608,2402,3306,3861,4143
"MC5R",4,9,1,2,2,3,1,9
"MC2R",0,1,0,0,1,2,0,0
"ZNF519",421,367,373,454,184,326,289,309
"CYP4F35P",48,40,57,71,33,39,55,50
"ANKRD30B",34,37,25,55,8,25,14,10
"ROCK1",5645,5381,4859,6410,2145,3742,4579,4084
"GREB1L",627,635,485,639,287,487,580,568
"ESCO1",2065,1895,2534,2470,892,1747,1791,1466
"SNRPD1",6416,5717,5481,8068,5768,7267,5302,4959
"ABHD3",732,703,660,868,333,713,731,732
"MIB1",3435,3493,3368,3417,1404,2326,2882,3086
"MIR133A1HG",2,3,2,5,0,2,2,3
"GATA6-AS1",14,10,8,15,3,4,5,9
"GATA6",314,214,179,383,121,193,141,154
"CTAGE1",6,4,15,6,1,10,6,7
"RBBP8",4206,3729,3501,5236,2237,3709,3304,2675
"CABLES1",5256,4221,4007,5465,2919,3716,4484,4928
"TMEM241",3290,3371,2882,3478,2066,2768,3057,3192
"RIOK3",2825,2463,2543,3164,1426,2058,2267,2253
"RMC1",2173,1969,1736,2468,1190,1754,1742,1658
"NPC1",4474,4484,2947,4895,2245,3490,3419,3948
"ANKRD29",16,38,30,22,29,50,21,37
"LAMA3",359,560,345,426,434,472,552,731
"TTC39C",928,1091,1044,974,668,977,943,956
"CABYR",140,122,134,172,115,127,175,145
"OSBPL1A",1731,1613,1428,1947,849,1357,1569,1647
"IMPACT",2615,2894,2802,2981,1621,2552,2499,2226
"HRH4",3,9,3,4,0,1,2,4
"LINC01915",0,0,0,0,0,2,0,0
"ZNF521",0,0,0,0,0,0,2,0
"SS18",7474,6558,6890,8317,4313,6361,6510,6448
"TAF4B",1338,1510,1279,1592,698,1162,1289,1117
"KCTD1",1443,1300,1111,1537,706,1085,997,1112
"PCAT18",0,0,0,0,1,0,0,0
"CDH2",0,1,0,0,0,0,0,0
"DSC3",0,0,0,1,0,0,2,2
"DSC2",1223,889,992,1321,416,655,877,1060
"DSC1",12,6,1,5,6,4,3,6
"DSG1",7,6,3,14,4,4,3,7
"DSG1-AS1",2,1,3,6,5,4,3,3
"DSG3",0,4,0,0,0,1,0,1
"DSG2",4886,4812,3847,5095,1902,3661,3913,4231
"TTR",0,1,0,1,4,0,0,0
"B4GALT6",201,253,155,193,100,156,165,179
"SLC25A52",1,0,2,3,0,0,0,0
"TRAPPC8",2935,2952,3205,3272,1055,2456,2670,2397
"RNF125",40,59,30,52,23,26,24,21
"RNF138",1154,1293,1392,1405,652,1113,1027,997
"MEP1B",8,3,9,2,4,5,1,4
"GAREM1",477,374,325,480,206,251,340,423
"WBP11P1",0,2,1,0,2,1,0,2
"KLHL14",1,0,3,0,0,0,1,0
"ASXL3",0,0,1,0,0,0,0,0
"NOL4",0,0,0,0,0,0,0,1
"DTNA",14541,10669,10935,15876,5773,9207,10904,12187
"MAPRE2",180,158,118,205,59,82,139,155
"ZNF397",2296,1835,1844,2231,894,1556,1813,1999
"ZSCAN30",689,529,611,779,252,449,641,589
"ZNF271P",3485,3260,3555,4198,1934,3094,3162,2737
"ZNF24",16411,14870,15490,19479,7911,11877,14228,13403
"ZNF396",505,397,538,568,236,347,431,414
"INO80C",1812,1417,1278,2042,1176,1446,1111,1225
"GALNT1",2204,2394,2444,2390,1205,2128,2169,2193
"MIR3929",0,0,0,0,0,1,0,0
"C18orf21",2191,1992,2359,2716,1535,2557,1696,1471
"RPRD1A",10148,10428,10211,11718,5484,8884,9129,8811
"SLC39A6",176740,198587,160623,198296,87581,152412,155357,148531
"ELP2",32469,34392,32182,36092,18873,31556,33107,30015
"MOCOS",1487,1352,876,1563,780,1161,994,1154
"FHOD3",95,71,54,77,45,58,64,72
"TPGS2",5197,4490,4285,5458,2839,4379,4487,4431
"KIAA1328",370,271,176,389,167,216,235,206
"CELF4",8,5,5,4,6,5,11,7
"MIR924HG",59,59,72,76,36,56,70,27
"PIK3C3",1153,1000,998,1319,556,811,996,908
"LINC00907",1,0,1,1,0,0,0,0
"RIT2",0,0,0,0,0,2,0,0
"LINC01478",5,4,1,9,10,21,13,5
"SETBP1",2,0,2,2,0,0,0,4
"SLC14A2",9,2,3,9,2,2,2,6
"SLC14A1",4,6,9,9,3,12,9,12
"EPG5",2382,2108,1700,2526,936,1390,1974,2051
"SIGLEC15",5,4,1,2,0,1,1,2
"PSTPIP2",848,923,781,889,489,807,788,667
"ATP5F1A",39099,37043,32047,43687,24704,35767,34956,34838
"HAUS1",964,1040,987,1385,663,1230,927,732
"C18orf25",2503,2368,2036,2747,1308,1880,2017,1972
"RNF165",318,401,250,273,224,264,210,366
"LOXHD1",0,1,0,0,0,0,0,0
"ST8SIA5",3,3,1,4,2,0,4,3
"PIAS2",1105,1200,1185,1195,638,1051,969,1048
"KATNAL2",209,252,196,286,150,221,239,203
"ELOA2",1,4,1,0,0,2,0,3
"HDHD2",1811,1716,1656,2015,1017,1561,1395,1322
"IER3IP1",1598,1273,1866,1928,1094,1731,1085,1072
"SMAD2",4260,3804,3932,4511,2258,3503,3536,3510
"ZBTB7C",28,30,8,20,19,21,25,32
"CTIF",1505,1197,1007,1680,796,1041,974,1336
"SMAD7",1408,1052,998,1293,657,929,886,1033
"DYM",2770,2755,2711,3231,1806,2702,2388,2198
"MIR4744",0,0,0,1,0,0,1,0
"C18orf32",1,1,4,14,0,15,1,0
"MIR1539",0,0,0,1,0,0,0,0
"RPL17",596,484,501,951,613,677,237,335
"SNORD58A",32,28,33,52,8,19,19,19
"LIPG",0,2,0,0,0,0,1,0
"ACAA2",11989,9890,10417,13981,7215,9604,10826,9821
"SNHG22",23,12,7,13,7,6,14,11
"MYO5B",6324,5084,4000,6623,2772,3717,4374,5356
"CFAP53",85,48,71,99,34,55,78,51
"MBD1",4296,3760,3253,4989,2441,3547,3204,3725
"CXXC1",3853,3125,2865,4801,2739,3481,2304,3243
"SKA1",0,0,0,0,1,0,0,0
"MAPK4",516,844,589,685,400,600,862,827
"MRO",3,4,9,4,5,3,6,3
"ME2",1270,1666,1282,1568,868,1440,1222,1055
"ELAC1",148,166,156,183,127,156,165,144
"SMAD4",2079,1793,1720,2133,1056,1567,1711,1848
"MEX3C",2363,2169,1965,2609,934,1696,1896,1983
"DCC",0,0,0,1,0,0,0,1
"LINC01917",1,0,0,0,0,1,0,0
"MBD2",6085,6725,6283,6847,4264,6687,6196,5280
"SNORA37",2,0,1,2,0,1,0,1
"POLI",1819,2180,2537,2091,933,1847,1931,1626
"STARD6",0,1,1,1,1,2,1,0
"C18orf54",323,302,301,361,165,284,227,249
"DYNAP",1,0,0,0,0,0,0,0
"RAB27B",2469,1543,2033,2547,745,1221,1495,1532
"CCDC68",90,45,63,92,24,43,45,34
"TCF4",0,1,0,2,0,0,0,1
"TXNL1",4433,4192,4740,5357,3116,4808,3179,3092
"WDR7",1400,1301,934,1466,571,853,1053,1182
"LINC-ROR",0,0,2,2,0,0,0,0
"ST8SIA3",0,1,0,0,0,0,0,0
"ONECUT2",419,359,299,426,165,305,247,258
"FECH",5875,4591,4573,6433,2755,3797,4704,5130
"NARS1",8143,8467,7086,9751,4723,7465,7677,6867
"ATP8B1-AS1",165,141,119,169,94,117,130,140
"ATP8B1",3817,3411,2951,4193,1676,2528,3070,3421
"NEDD4L",3868,5583,3223,3965,3136,4313,3574,3578
"ALPK2",1,1,0,5,0,0,13,8
"MALT1-AS1",9,2,4,6,5,6,4,6
"MALT1",694,771,797,783,384,634,733,707
"ZNF532",318,353,197,321,157,266,243,284
"SEC11C",1319,1311,1401,1617,1098,1670,1093,1067
"LMAN1",3053,2806,2981,3197,1661,2452,2459,2508
"CCBE1",0,0,0,0,1,0,0,0
"PMAIP1",174,176,114,206,112,144,92,100
"CDH20",1,3,1,1,2,1,0,0
"RNF152",1247,1160,1229,1400,819,1134,1204,1198
"PIGN",1050,935,950,1177,521,811,823,891
"RELCH",2973,2930,2586,3294,1331,2286,2359,2361
"TNFRSF11A",328,318,234,387,191,242,224,294
"ZCCHC2",4061,4092,3241,4231,2076,3471,3058,3380
"PHLPP1",1460,1086,969,1398,579,894,1032,1116
"BCL2",8431,7806,6554,9201,3723,6072,6387,6545
"KDSR",1869,1699,1721,2071,1012,1574,1545,1499
"VPS4B",2617,2288,2307,3006,1195,1718,2236,2376
"SERPINB5",5,6,4,8,10,7,4,8
"SERPINB3",0,0,2,0,0,0,0,0
"SERPINB2",0,1,0,1,0,0,0,0
"HMSD",0,0,0,0,0,0,0,1
"SERPINB8",72,57,50,84,26,48,62,55
"CDH7",2,0,0,0,0,0,0,0
"DSEL",0,0,0,0,0,0,1,0
"TMX3",1301,1383,1499,1393,611,1144,1120,1102
"CCDC102B",6,1,4,2,2,0,0,4
"CD226",0,0,1,2,0,0,3,2
"RTTN",1096,929,741,1145,456,728,792,789
"SOCS6",814,865,749,804,426,633,664,714
"LINC01909",2,4,7,3,3,3,2,5
"LINC01910",0,0,0,1,0,0,1,0
"NETO1",1,0,0,0,0,0,0,0
"LINC02864",1,0,0,0,0,0,0,0
"LINC02582",0,1,0,0,0,0,0,0
"FBXO15",158,101,124,186,76,131,113,110
"TIMM21",1387,1267,1120,1498,942,1304,1113,1073
"CYB5A",3572,3496,3245,4600,2909,3999,3075,2849
"DIPK1C",0,0,0,0,0,0,0,2
"CNDP2",9943,8729,6486,10341,6399,7656,7243,8852
"CNDP1",4,9,9,5,1,3,2,6
"ZNF407",976,859,601,1071,404,550,641,812
"PTGR3",3882,3678,3874,4308,2217,3431,3771,3891
"TSHZ1",1697,1669,1407,1802,819,1314,1391,1638
"SMIM21",0,1,2,2,0,0,1,2
"ZNF516",1214,870,924,1322,520,773,791,922
"ZNF516-AS1",56,44,56,59,36,46,35,40
"ZNF516-DT",15,12,28,25,20,27,20,29
"LINC00683",0,0,1,0,0,0,0,0
"LINC01879",3,0,0,1,0,0,1,5
"ZNF236-DT",40,25,18,50,21,41,30,36
"ZNF236",1751,1783,1295,1995,719,1152,1299,1357
"MBP",453,459,473,475,287,420,443,431
"ATP9B",636,544,487,752,331,431,423,488
"NFATC1",1064,918,761,1175,619,922,627,771
"CTDP1",668,508,526,889,557,710,336,513
"KCNG2",62,35,24,41,18,38,23,27
"SLC66A2",902,720,633,1167,593,889,368,628
"HSBP1L1",441,404,482,546,311,460,322,353
"TXNL4A",3177,3187,2939,3866,2934,3656,2378,2480
"RBFA",2243,2229,1833,2610,1768,2258,1723,1879
"ADNP2",5097,3894,3193,5468,2413,2956,3543,3671
"PARD6G-AS1",6,3,6,6,2,5,1,9
"PARD6G",228,166,180,226,115,163,160,206
"WASH5P",10,1,0,3,0,1,1,1
"PLPP2",5832,4540,4417,6653,4124,5201,3807,4942
"MIER2",2030,1726,1381,2454,1138,1627,1085,1535
"THEG",37,22,10,23,5,9,7,11
"C2CD4C",312,197,167,392,179,295,104,140
"SHC2",287,171,197,399,178,240,88,148
"ODF3L2",15,15,6,16,20,10,8,7
"MADCAM1",20,8,16,18,16,11,11,11
"TPGS1",76,70,129,223,91,225,23,31
"CDC34",5254,4104,3891,6396,4101,5023,3311,4312
"GZMM",7,3,10,21,14,15,3,9
"BSG",41227,34441,35270,49892,33361,42418,22089,31374
"HCN2",2185,2038,1593,2680,1346,2002,1328,1925
"POLRMT",5434,4791,4075,6918,4298,5689,2824,4331
"FGF22",1,1,4,7,0,7,5,4
"RNF126",2537,2541,2151,3965,2462,3772,1383,1865
"FSTL3",2475,1945,1556,2702,2361,2455,1391,2047
"PRSS57",7,6,11,25,10,13,7,6
"PALM",2103,1507,1560,2706,1620,1964,972,1439
"MISP",12301,7797,7611,13870,7625,8754,6872,9364
"PTBP1",34638,32765,25764,40473,22118,30756,21466,28218
"PLPPR3",39,60,31,56,26,51,26,27
"CFD",0,0,0,1,0,1,0,0
"MED16",2512,2274,1858,3629,1834,2624,1300,2096
"RNU6-9",0,3,3,1,1,2,1,2
"R3HDM4",5503,4766,4127,6315,4071,5392,3127,4074
"KISS1R",7,3,10,12,10,8,3,7
"ARID3A",505,406,367,591,238,373,245,410
"WDR18",2444,2132,1842,3562,2274,3209,1271,1750
"GRIN3B",45,24,35,51,32,50,22,30
"TMEM259",4634,4150,3607,5652,2798,4370,2459,3596
"RNU6-2",19,7,6,20,7,10,5,3
"CNN2",8115,5711,4570,9207,5085,5264,4639,5397
"ABCA7",1009,857,716,1303,599,883,488,771
"ARHGAP45",1288,1103,1095,1814,1215,1609,626,985
"POLR2E",6425,5288,4883,8731,5622,7253,3265,4563
"GPX4",9817,7917,8019,11587,7754,9812,6300,7661
"SBNO2",71,266,110,60,52,40,44,24
"STK11",7428,6577,5978,8793,5280,6926,4791,6417
"CBARP",203,201,136,308,103,198,83,137
"ATP5F1D",6261,5158,4945,9800,8962,9080,2622,4070
"MIDN",7508,5714,5920,8844,5522,6618,4495,5911
"CIRBP-AS1",194,169,188,182,160,169,122,182
"CIRBP",16456,14269,15524,17677,12730,15511,13117,13757
"FAM174C",1949,1507,1435,2699,2227,2490,774,1164
"EFNA2",95,72,56,85,44,47,40,62
"PWWP3A",2401,1999,1584,2910,1461,1989,1434,1786
"NDUFS7",1667,1390,1540,3340,1982,3187,568,949
"GAMT",2501,2297,2204,3250,2606,3122,1564,2120
"DAZAP1",11020,9401,7853,12654,8510,9974,6585,8304
"RPS15",22280,15464,17876,27399,20958,21829,13366,14931
"APC2",382,263,304,465,271,346,191,273
"C19orf25",934,658,656,1207,744,935,355,540
"PCSK4",197,175,186,302,162,230,86,112
"REEP6",1333,1135,1163,1784,1166,1516,772,939
"ADAMTSL5",572,447,390,694,279,496,363,367
"PLK5",21,10,16,27,16,15,14,15
"MEX3D",1116,878,948,1489,677,1095,690,782
"MBD3",4195,3270,3160,6601,4179,6056,1293,2009
"UQCR11",2382,1634,2304,3809,2372,3053,1526,1444
"TCF3",11685,10122,8803,14153,8245,11644,6352,8530
"ATP8B3",27,35,37,55,23,25,39,56
"REXO1",2275,2131,1830,3089,1642,2367,1194,1757
"KLF16",3095,2533,2375,3495,2585,3046,1859,2741
"ABHD17A",1957,2010,1660,2375,1162,2039,1239,1964
"ADAT3",134,101,99,237,133,212,37,58
"SCAMP4",4031,3401,2877,4571,2932,3790,2247,3170
"CSNK1G2",4039,3405,3215,5717,2745,4052,1940,2889
"CSNK1G2-AS1",10,6,8,5,4,6,5,6
"BTBD2",5563,5052,4572,8078,4143,6176,2781,4273
"MKNK2",5888,4298,4944,6650,3488,4469,3470,4798
"MOB3A",2018,1477,1205,1931,1220,1398,1194,1472
"IZUMO4",76,64,49,79,54,56,44,46
"AP3D1",14411,13733,10280,17553,9405,13094,9099,12450
"DOT1L",4298,3456,2784,5104,2683,3633,2143,3002
"PLEKHJ1",2998,2328,2271,3795,2649,2993,1627,2353
"SF3A2",4133,3402,3192,5072,3497,4414,2037,2922
"AMH",582,481,487,701,391,649,238,481
"MIR4321",0,0,2,2,2,3,3,8
"JSRP1",7,0,5,4,2,0,1,12
"OAZ1",38230,29402,25888,44761,30708,33948,17570,22992
"PEAK3",11,7,7,9,8,20,4,5
"LINGO3",21,30,17,39,8,40,11,19
"LSM7",2499,1943,1998,3478,2312,2839,1427,1614
"SPPL2B",1991,1593,1580,2642,1336,2123,917,1295
"TMPRSS9",62,26,19,48,42,54,25,26
"TIMM13",1731,1371,1502,2479,1888,2080,862,1089
"LMNB2",9695,8577,7065,11873,6801,9604,5343,7730
"LINC01775",12,13,5,17,4,5,4,7
"GADD45B",4330,3572,2814,7351,3055,3662,2261,2455
"GNG7",189,129,158,181,80,152,148,147
"DIRAS1",610,492,323,606,368,452,330,425
"SLC39A3",1616,1629,1144,1880,1156,1685,1127,1547
"SGTA",4517,4129,3543,5591,3613,4727,2467,3540
"THOP1",4050,3711,2700,5345,3241,4186,2170,3058
"ZNF554",361,303,335,339,224,290,356,371
"ZNF555",222,211,243,220,112,184,236,229
"ZNF57",624,578,534,729,417,553,579,524
"ZNF77",480,423,442,485,268,382,403,401
"TLE6",151,103,128,178,115,149,90,145
"TLE2",2352,1838,1520,2824,1453,1902,1174,1666
"TLE5",12979,10403,9899,14790,10738,12117,8056,10177
"GNA11",4781,4075,3410,6076,3348,4362,2495,3756
"GNA15",14,4,8,5,5,9,3,8
"GNA15-DT",0,2,0,0,1,1,0,1
"S1PR4",1,3,1,5,0,5,0,2
"NCLN",5233,4849,3942,6694,4782,6170,2652,4067
"CELF5",557,555,664,544,460,570,476,555
"NFIC",6314,7236,5012,6879,4648,6229,4819,6533
"SMIM24",6,3,8,8,11,1,2,3
"DOHH",701,552,494,1045,872,1081,314,501
"FZR1",3683,2723,2480,4673,2234,3101,1823,2725
"MFSD12",4558,3646,3191,5613,3707,4614,2227,3329
"TEKTIP1",304,194,239,356,207,279,135,196
"HMG20B",13271,9943,11092,18393,10585,12994,7766,9628
"GIPC3",1,2,0,0,2,0,4,1
"TBXA2R",11,8,5,11,16,16,14,5
"CACTIN-AS1",17,19,17,16,9,17,10,16
"CACTIN",1085,964,791,1465,889,1059,595,878
"PIP5K1C",3084,2622,2211,3711,2107,2741,1844,2620
"TJP3",3761,3421,2976,5268,2745,3655,2274,3154
"APBA3",520,415,424,719,362,526,237,375
"MRPL54",2054,1545,1371,2395,1770,1582,854,1201
"RAX2",0,0,0,1,0,1,1,0
"MATK",1965,1961,1484,2683,1985,2913,919,1275
"ZFR2",0,1,1,0,1,0,1,0
"ATCAY",0,2,0,1,0,1,3,5
"NMRK2",0,0,0,2,0,0,0,1
"DAPK3",3922,2224,1986,5921,2053,2624,1589,2267
"MIR637",140,82,36,186,77,62,54,34
"EEF2",176174,161756,117094,218299,120880,166613,91708,130725
"SNORD37",30,18,14,33,7,6,9,18
"PIAS4",2269,1744,1686,2759,1407,1943,1348,1915
"ZBTB7A",4354,3560,3607,5264,3228,3759,2849,3414
"MAP2K2",9188,8098,6617,11343,7397,9467,5576,8037
"CREB3L3",0,3,0,2,0,0,0,0
"SIRT6",1506,1107,1199,1990,1232,1626,746,998
"ANKRD24",153,120,145,182,127,135,87,132
"EBI3",3,3,5,3,3,3,8,2
"YJU2",2427,1944,1585,3022,2164,2618,1337,1527
"SHD",7,1,0,1,0,7,3,0
"TMIGD2",0,0,1,0,0,0,0,0
"FSD1",674,531,431,744,497,680,398,536
"STAP2",6019,4325,3845,6823,4167,4521,3738,4233
"MPND",2371,1895,1945,2893,1993,2181,1444,1964
"SH3GL1",7593,6397,5532,9389,5629,7214,4073,5871
"CHAF1A",4576,3643,2673,5233,3145,3852,2838,3149
"UBXN6",3670,2721,2868,4901,2991,3497,2012,2858
"MIR4746",3,2,1,0,2,3,8,2
"HDGFL2",5044,4026,3386,6520,3922,4667,2872,3792
"PLIN4",518,395,332,533,241,371,258,324
"PLIN5",201,125,120,249,100,153,88,95
"LRG1",69,52,43,103,42,76,29,38
"SEMA6B",372,296,240,460,217,305,184,284
"TNFAIP8L1",937,582,593,867,522,604,657,756
"MYDGF",3530,3085,2780,3806,3156,3500,2608,3228
"DPP9",3834,3424,2743,4295,2241,3291,2468,3217
"DPP9-AS1",82,75,48,83,46,69,57,69
"MIR7-3HG",1,0,0,3,0,0,0,0
"FEM1A",3948,3608,2788,4501,2750,3637,2838,3388
"TICAM1",1932,1199,956,2813,1142,1354,800,1004
"PLIN3",5348,4331,4208,6205,3877,4896,3528,4539
"ARRDC5",4,0,4,1,2,0,2,3
"UHRF1",2778,2846,1671,3801,1829,2902,1448,1855
"MIR4747",0,0,0,0,0,0,0,1
"KDM4B",3008,3052,3362,3702,2006,3225,2562,3394
"PTPRS",5443,5010,3647,5776,3475,4430,3492,5028
"TINCR",1402,1465,1121,1304,839,1280,1252,1655
"SAFB2",3367,3187,2643,4227,2466,3291,2670,2967
"SAFB",7904,6569,5151,9120,5677,6845,5626,6385
"MICOS13",1960,1443,1365,2610,2132,2208,784,1113
"HSD11B1L",189,146,136,195,185,224,127,156
"RPL36",22299,15845,17548,29826,24458,23834,10595,12835
"LONP1",7700,6642,5435,10058,6359,7683,4214,6084
"CATSPERD",6,2,4,4,4,4,7,14
"PRR22",283,248,298,434,337,473,123,166
"DUS3L",1919,1688,1358,2598,1507,2186,876,1487
"NRTN",90,78,52,111,74,96,39,65
"FUT6",2,3,1,1,3,3,5,1
"FUT3",5,13,4,8,13,8,9,15
"FUT5",42,25,30,42,22,16,17,24
"NDUFA11",4208,3170,3291,5905,3993,4208,2015,2690
"VMAC",458,518,422,430,327,376,355,419
"CAPS",526,373,496,689,506,503,290,356
"RANBP3",4098,3712,3000,4701,2940,3728,2760,3499
"RANBP3-DT",22,16,19,21,8,14,6,10
"RFX2",410,317,329,476,209,329,278,361
"ACSBG2",32,15,17,31,25,20,22,20
"MLLT1",5554,4682,3761,6242,3559,4831,3046,4451
"ACER1",3,2,2,1,4,2,1,2
"CLPP",3365,2805,2601,4264,3056,3779,2010,2570
"ALKBH7",940,693,766,1250,927,1065,462,641
"PSPN",11,3,9,19,8,11,1,6
"GTF2F1",7174,5759,5327,8581,5335,6160,4573,5497
"MIR6885",0,0,3,0,0,0,0,1
"KHSRP",15518,14365,11469,18348,9948,14606,9384,12745
"SLC25A41",35,36,37,40,31,54,32,36
"SLC25A23",7792,7354,5705,7630,4418,5717,6160,7056
"CRB3",1099,769,750,1471,842,1034,524,766
"DENND1C",1092,773,783,1112,623,693,853,1115
"TUBB4A",120,170,124,166,133,160,141,160
"TNFSF9",163,130,107,210,105,143,81,137
"CD70",8,5,6,4,10,5,4,3
"TNFSF14",0,1,0,1,0,3,0,0
"C3",190,211,135,187,112,131,136,180
"GPR108",3743,3149,2763,4023,2429,2828,2693,3370
"MIR6791",0,2,0,0,0,0,1,4
"TRIP10",2054,1566,1421,2294,1289,1577,1353,1570
"SH2D3A",1631,1223,1124,1949,1045,1329,880,1202
"VAV1",1219,1085,864,1262,787,977,857,984
"ADGRE1",53,17,13,28,12,12,18,26
"ZNF557",570,489,558,606,332,499,508,415
"INSR",2542,3187,2339,2659,1905,2715,2678,3124
"ARHGEF18",2589,2428,2033,3259,1716,2395,1529,2367
"PEX11G",152,134,157,206,128,142,96,133
"TEX45",117,72,63,92,57,77,53,75
"ZNF358",1773,1534,1440,2268,1689,1820,982,1475
"MCOLN1",879,684,618,974,604,696,535,744
"PNPLA6",2538,1978,1799,3038,1752,2309,1318,1880
"CAMSAP3",3028,2637,2161,3742,2337,2991,1665,2464
"MIR6792",0,0,1,0,0,0,1,0
"XAB2",5620,4689,4035,7346,3792,5510,2862,4485
"PET100",1305,939,1099,1582,1259,1335,1038,1092
"PCP2",62,71,65,97,57,46,36,60
"STXBP2",6294,4977,4763,7492,4579,5358,3925,5437
"MCEMP1",4,0,1,0,0,1,3,5
"TRAPPC5",1513,1139,1366,3233,2200,2700,575,743
"FCER2",0,1,0,0,1,0,0,0
"CD209",0,0,0,0,0,0,1,0
"CLEC4M",1,2,0,2,0,1,0,0
"EVI5L",1951,1841,1443,2444,1363,1813,1217,1710
"PRR36",1928,1572,1180,2011,1125,1554,954,1384
"LRRC8E",1634,1390,1236,1707,978,1286,1115,1296
"MAP2K7",1881,1533,1437,2361,1166,1817,975,1420
"TGFBR3L",343,234,276,449,359,350,202,250
"SNAPC2",1389,1102,873,1495,1043,1235,642,887
"CTXN1",1255,990,1057,2364,1446,2075,430,694
"TIMM44",2829,2660,2208,3577,2180,2909,1893,2305
"ELAVL1",7349,7062,5848,7812,4660,6296,6030,6787
"CCL25",4,2,3,9,3,3,3,3
"FBN3",7,7,2,12,4,2,2,6
"CERS4",1496,1178,1035,1932,798,1168,973,1089
"CD320",3332,3070,2404,4117,3305,3872,1712,2458
"NDUFA7",2880,2344,2650,3760,2676,3052,1911,2069
"RPS28",15736,11198,12316,22104,17556,17764,7222,8036
"KANK3",156,149,119,197,153,161,76,106
"ANGPTL4",841,768,573,1241,790,877,426,680
"RAB11B-AS1",326,341,348,421,348,373,252,291
"MIR4999",3,1,1,0,0,0,3,1
"RAB11B",3302,2712,2232,4696,2701,3455,1289,1897
"MARCHF2",1547,1470,1472,1836,1289,1505,1227,1562
"HNRNPM",20995,17590,14322,24075,12970,18586,15308,16749
"PRAM1",17,9,12,25,8,10,8,10
"ZNF414",538,446,408,837,484,714,253,320
"MYO1F",153,107,108,150,107,131,68,109
"ADAMTS10",4,5,2,7,3,5,4,1
"ZNF558",1697,1683,1572,1768,685,1346,1415,1389
"MUC16",416,292,174,294,97,163,196,238
"OR1M1",2,0,0,1,0,0,0,1
"ZNF317",3211,2876,2375,3325,1719,2356,2481,2845
"OR7D2",1,2,2,0,0,3,1,2
"ZNF699",94,99,66,77,26,46,80,97
"ZNF559",0,0,4,1,0,5,0,1
"ZNF266",651,535,555,679,383,533,578,512
"ZNF426",29,36,19,41,12,24,29,20
"ZNF426-DT",2,0,0,0,0,0,0,0
"ZNF121",562,600,450,674,235,418,497,401
"ZNF561",1566,1441,1411,1666,688,1235,1337,1443
"ZNF562",1529,1352,1137,1519,644,1033,1130,1325
